Work_Order,Description,Location,Location_Normalized,Asset,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site
23-53508,Birds getting into mcc-3806 room (repair flashing),MCC-3806,MCC-3806,3382,,,12-19-23 2:36 PM,2023-12-19T14:36:00.000Z,12-31-23 2:36 PM,2023-12-31T14:36:00.000Z,9-9-24 12:27 PM,2024-09-09T12:27:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53506,Scaffold inspections,0000,0000,,,,12-19-23 2:01 PM,2023-12-19T14:01:00.000Z,12-31-24 2:01 PM,2024-12-31T14:01:00.000Z,6-26-25 10:07 PM,2025-06-26T22:07:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53505,Test run & clean up work area,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:20 PM,2023-12-21T16:20:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53504,Re-install guards,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:20 PM,2023-12-21T16:20:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53503,Perform laser motor alignment as required,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:20 PM,2023-12-21T16:20:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53502,Re-connect motor electrically and bump test,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:20 PM,2023-12-21T16:20:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53501,Install replacement motor,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:20 PM,2023-12-21T16:20:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53500,Remove motor from base,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:35 PM,2023-12-21T16:35:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53499,Electrically disconnect motor,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:50 PM,2023-12-21T16:50:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53498,Lock out motor & get work permit,P-6562A,P-6562A,1104,,,12-19-23 11:33 AM,2023-12-19T11:33:00.000Z,12-21-23 4:35 PM,2023-12-21T16:35:00.000Z,1-8-24 6:34 AM,2024-01-08T06:34:00.000Z,1,1,,CO,CLOSE,Y,,NO,CHATHAM
23-53497,P-6562A Change out motor,P-6562A,P-6562A,1104,,,12-19-23 11:31 AM,2023-12-19T11:31:00.000Z,1-22-24 4:20 PM,2024-01-22T16:20:00.000Z,1-4-24 10:20 PM,2024-01-04T22:20:00.000Z,1,1,,CO,CLOSE,Y,N,NO,CHATHAM
23-53496,Troubleshooting Dryer A low temperature - check operating conditions of the gas train,H-1825,H-1825,2566,,,12-19-23 11:26 AM,2023-12-19T11:26:00.000Z,12-19-23 5:00 PM,2023-12-19T17:00:00.000Z,9-13-24 10:46 AM,2024-09-13T10:46:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-53495,Insulation required around gas regulator,T-4126,T-4126,5003,,,12-19-23 10:43 AM,2023-12-19T10:43:00.000Z,12-31-23 1:04 PM,2023-12-31T13:04:00.000Z,4-15-25 6:55 AM,2025-04-15T06:55:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53494,Biothane Caustic Tank Valve Insulation,4100,4100,,,,12-19-23 10:42 AM,2023-12-19T10:42:00.000Z,12-30-23 4:12 PM,2023-12-30T16:12:00.000Z,3-11-25 1:42 PM,2025-03-11T13:42:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53493,"Investigation needed to find steam leak in distillation, Elv. 112M",1590-PD-59B,1590-PD-59B,,,,12-19-23 10:40 AM,2023-12-19T10:40:00.000Z,1-12-24 11:08 AM,2024-01-12T11:08:00.000Z,4-6-25 10:49 PM,2025-04-06T22:49:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53492,Close Manways,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53491,Remove Scaffold - Isolation #13,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53490,Remove Scaffold - CO2 Header Blanking,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53489,Remove scaffold CSE,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53488,De-blank tank,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53487,Reinstall LT-14504,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53486,Maintenace Inspection of Agitator (CSE),TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53485,OPS inspection,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53484,"HPW inside of Tank (30,000psi) - CSE",TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53483,Pull LT-14504 for Cleaning/Service/Calibration check,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53482,Blank Tank for Entry,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53481,Clean as much solids out as possible without entry,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53480,Transfer EDTA mixture in TK-1902 to Frac Tank(s),TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53479,Install Venturi to help dissipate CO2 in the tank,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53478,Open Front and Back Manways,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53477,(Pre) Build Scaffold - CSE Access,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53476,(Pre) Build Scaffold - Isolation,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53475,(Pre) Build Scaffold - CO2 Header Blanking,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53474,[OPS - PREP] Duration,TK-1403,TK-1403,5465,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,,,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,SD,CLOSE,Y,,NO,CHATHAM
23-53473,TA24 Spring - Internal Tank Inspection (TK-1400),TK-1400,TK-1400,,,,12-19-23 8:59 AM,2023-12-19T08:59:00.000Z,12-16-23 9:00 AM,2023-12-16T09:00:00.000Z,6-10-24 10:42 AM,2024-06-10T10:42:00.000Z,4,4,,CO,CLOSE,Y,N,NO,CHATHAM
23-53472,TA24 Fall- Install new Solenoid for Hammer Mill AB slide gates,BN-1201,BN-1201,1305,,,12-19-23 8:23 AM,2023-12-19T08:23:00.000Z,4-30-24 10:53 AM,2024-04-30T10:53:00.000Z,5-22-24 8:11 AM,2024-05-22T08:11:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53471,Pump seal pot empty and air blowing into pump piping/process,P-1509A,P-1509A,1009,,,12-19-23 8:03 AM,2023-12-19T08:03:00.000Z,1-22-24 6:40 AM,2024-01-22T06:40:00.000Z,1-5-24 4:03 PM,2024-01-05T16:03:00.000Z,2,2,,RM,CLOSE,Y,,NO,CHATHAM
23-53470,New DDG camera not working,BU-GHR,BU-GHR,1323,,,12-19-23 6:54 AM,2023-12-19T06:54:00.000Z,12-29-23 12:55 PM,2023-12-29T12:55:00.000Z,4-10-24 9:58 AM,2024-04-10T09:58:00.000Z,4,4,,RM,CLOSE,Y,,NO,CHATHAM
23-53469,Corn Probe hose leaks,SA-2101,SA-2101,4865,,,12-19-23 6:51 AM,2023-12-19T06:51:00.000Z,12-31-23 2:38 PM,2023-12-31T14:38:00.000Z,1-2-24 11:39 AM,2024-01-02T11:39:00.000Z,4,4,,RM,CLOSE,Y,,NO,CHATHAM
23-53468,Gamma Scan RC3 - Suspected Tray Degradation,C-6571,C-6571,,,,12-19-23 6:47 AM,2023-12-19T06:47:00.000Z,1-19-24 11:43 AM,2024-01-19T11:43:00.000Z,,,4,4,,CO,WSCH,N,,NO,CHATHAM
23-53467,TE/TT-57212 out of range high (false reading),TE-57212,TE-57212,5149,,,12-19-23 6:44 AM,2023-12-19T06:44:00.000Z,1-12-24 11:38 AM,2024-01-12T11:38:00.000Z,12-27-23 1:42 PM,2023-12-27T13:42:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53466,TA24 Spring - Install lights in permit huts,0000,0000,,,,12-19-23 6:43 AM,2023-12-19T06:43:00.000Z,4-30-24 2:27 PM,2024-04-30T14:27:00.000Z,4-17-24 4:27 PM,2024-04-17T16:27:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53465,DROA - Inspect dust collector plenum,DC-1834,DC-1834,,,,12-18-23 3:50 PM,2023-12-18T15:50:00.000Z,4-30-24 2:07 PM,2024-04-30T14:07:00.000Z,1-31-24 4:37 PM,2024-01-31T16:37:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53464,I/E - Fuel Accuload Ethernet between HMI and board loose or needs to be replaced.,FQIC-22201,FQIC-22201,1948,,,12-18-23 3:15 PM,2023-12-18T15:15:00.000Z,12-31-23 3:16 PM,2023-12-31T15:16:00.000Z,12-18-23 6:16 PM,2023-12-18T18:16:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-53463,DROA - Inspect TY-18117A,DR-1826,DR-1826,,,,12-18-23 2:26 PM,2023-12-18T14:26:00.000Z,5-31-24 8:42 AM,2024-05-31T08:42:00.000Z,1-15-24 10:55 AM,2024-01-15T10:55:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53462,DROA - I/E -Clean FT18111 and FT18110 (Dryer Temp Troubleshooting),FT-18111,FT-18111,3612,Dryer A struggled to maintain burner temperature since roughly DEC 1 (after an unplanned electrical outage). After trying to troubleshoot the issue while  running the dryer (Unsuccessfully)  these probes caused the dryer to trip due to the discrepancy between the two probe readings. IE cleaned the probes noting a hard caramelized substance that had to be almost chipped off. Once the dryer was restarted the burner temp issue was resolved.,,12-18-23 2:19 PM,2023-12-18T14:19:00.000Z,12-22-23 1:13 PM,2023-12-22T13:13:00.000Z,12-18-23 3:59 PM,2023-12-18T15:59:00.000Z,2,2,,RM,CLOSE,Y,,NO,CHATHAM
23-53461,DROA - BL-1829 inspect aluminum air seal rings,BL-1829,BL-1829,,,,12-18-23 2:17 PM,2023-12-18T14:17:00.000Z,5-31-24 1:27 PM,2024-05-31T13:27:00.000Z,2-1-24 11:39 AM,2024-02-01T11:39:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53457,Heavy phase hose needed to be changed out,CE-6601,CE-6601,1386,'-changed out Heavy phase hose,,12-18-23 8:00 AM,2023-12-18T08:00:00.000Z,,,12-18-23 5:00 PM,2023-12-18T17:00:00.000Z,1,1,,RM,CLOSE,Y,,NO,CHATHAM
23-53456,Condensate line on heaters need to be cleaned.,1700,1700,,Condensate lines/ trap/ strainer were clean,,12-18-23 7:50 AM,2023-12-18T07:50:00.000Z,1-21-24 1:10 PM,2024-01-21T13:10:00.000Z,1-29-24 12:30 PM,2024-01-29T12:30:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53455,Build shelter around P-1610 while seal on water,P-1610,P-1610,1053,,,12-18-23 7:45 AM,2023-12-18T07:45:00.000Z,12-8-23 11:44 AM,2023-12-08T11:44:00.000Z,12-18-23 7:46 AM,2023-12-18T07:46:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-53454,Remove and inspect P-1603B,P-1603B,P-1603B,1166,,,12-18-23 7:43 AM,2023-12-18T07:43:00.000Z,12-8-23 2:04 PM,2023-12-08T14:04:00.000Z,12-18-23 7:43 AM,2023-12-18T07:43:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-53453,Install air maintenance device for distillation deluge,3100,3100,,,,12-18-23 7:41 AM,2023-12-18T07:41:00.000Z,1-21-24 7:45 AM,2024-01-21T07:45:00.000Z,1-2-24 7:33 AM,2024-01-02T07:33:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53452,Re-insulate boiler mud drums,B-3601,B-3601,1271,completed under timesheet 100720,,12-18-23 7:34 AM,2023-12-18T07:34:00.000Z,12-28-23 5:17 AM,2023-12-28T05:17:00.000Z,12-21-23 4:16 PM,2023-12-21T16:16:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM
23-53451,H2S monitor at sewer keeps faulting,AT-41206,AT-41206,,,,12-18-23 7:32 AM,2023-12-18T07:32:00.000Z,12-20-23 4:46 PM,2023-12-20T16:46:00.000Z,12-18-23 8:49 PM,2023-12-18T20:49:00.000Z,2,2,,CO,CLOSE,Y,,NO,CHATHAM
23-53311,SCREW CONVEYOR P.M.,CV-1716,CV-1716,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 9:00 AM,2024-01-10T09:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53310,CV-1716 PM and inspection,CV-1716,CV-1716,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,4-30-24 10:30 AM,2024-04-30T10:30:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-53309,INSPECT GEAR REDUCER,CV-1836,CV-1836,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53308,"INSPECT SPROCKETS, CHAIN AND TAKEUP",CV-1836,CV-1836,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53307,INSPECT NUTS AND BOLTS ON TROUGH SECTIONS,CV-1836,CV-1836,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53306,INSPECT FLIGHTS,CV-1836,CV-1836,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53305,INSPECT HEAD / TAIL SHAFTS,CV-1836,CV-1836,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53304,CHECK TROUGH WEAR / ALIGNMENT AND SEALS,CV-1836,CV-1836,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53303,CV-1836 MECHANICAL PM,CV-1836,CV-1836,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,4-30-24 10:00 AM,2024-04-30T10:00:00.000Z,5-27-24 9:31 AM,2024-05-27T09:31:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-53302,INSPECT CONVEYOR TROUGH,CV-1834,CV-1834,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53301,INSPECT SCREW CONVEYOR,CV-1834,CV-1834,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53300,INSPECT GEARBOX,CV-1834,CV-1834,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53299,INSPECT PILLOW BLOCK BEARINGS,CV-1834,CV-1834,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53298,INSPECT TROUGH GASKETS FOR LEAKAGE,CV-1834,CV-1834,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53297,CHECK COUPLING BOLTS,CV-1834,CV-1834,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53296,CV-1834 MECHANICAL PM,CV-1834,CV-1834,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,4-30-24 10:00 AM,2024-04-30T10:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-53295,INSPECT GEAR REDUCER,CV-1835,CV-1835,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53294,"INSPECT SPROCKETS, CHAIN AND TAKEUP",CV-1835,CV-1835,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53293,INSPECT NUTS AND BOLTS ON TROUGH SECTIONS,CV-1835,CV-1835,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53292,INSPECT FLIGHTS,CV-1835,CV-1835,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53291,INSPECT HEAD / TAIL SHAFTS,CV-1835,CV-1835,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53290,CHECK TROUGH WEAR / ALIGNMENT AND SEALS,CV-1835,CV-1835,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53289,CV-1835 MECHANICAL PM,CV-1835,CV-1835,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,4-30-24 10:00 AM,2024-04-30T10:00:00.000Z,5-27-24 9:30 AM,2024-05-27T09:30:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-53288,INSPECT CONVEYOR TROUGH,CV-1833,CV-1833,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53287,INSPECT SCREW CONVEYOR,CV-1833,CV-1833,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53286,INSPECT GEARBOX,CV-1833,CV-1833,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53285,INSPECT PILLOW BLOCK BEARINGS,CV-1833,CV-1833,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53284,INSPECT TROUGH GASKETS FOR LEAKAGE,CV-1833,CV-1833,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53283,CHECK COUPLING BOLTS,CV-1833,CV-1833,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53282,CV-1833 MECHANICAL PM,CV-1833,CV-1833,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,4-30-24 10:00 AM,2024-04-30T10:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM
23-53281,INSPECT CONVEYOR TROUGH,CV-1832,CV-1832,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53280,INSPECT SCREW CONVEYOR,CV-1832,CV-1832,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53279,INSPECT GEARBOX,CV-1832,CV-1832,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53278,INSPECT PILLOW BLOCK BEARINGS,CV-1832,CV-1832,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53277,INSPECT TROUGH GASKETS FOR LEAKAGE,CV-1832,CV-1832,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
23-53276,CHECK COUPLING BOLTS,CV-1832,CV-1832,,,,12-18-23 1:51 AM,2023-12-18T01:51:00.000Z,1-10-24 7:00 AM,2024-01-10T07:00:00.000Z,5-27-24 9:29 AM,2024-05-27T09:29:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM
