Asset,Description,Location,Parent,Area,Tag_Full,INstrumentation_Location,Instrumentation_Type_,Instrumentation_Data_Type,Instrumentation_Data_Type_Meaning,INstrumentation_Type_Description,Role,Instrumentation_Description,Related_Location_Cleaned,Work_Order,WorkOrder_Description,Reported_Timestamp,Target_Finish_Timestamp,Actual_Finish_Timestamp,Status,Priority_Int,Work_Type,Lead
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,25-30914,INSPECT PILLOW BLOCK BEARINGS,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,25-30916,INSPECT SCREW CONVEYOR,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,25-30912,CHECK COUPLING BOLTS,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,25-30917,INSPECT CONVEYOR TROUGH,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,25-30914,INSPECT PILLOW BLOCK BEARINGS,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,25-30916,INSPECT SCREW CONVEYOR,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,25-30915,INSPECT GEARBOX,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,25-30917,INSPECT CONVEYOR TROUGH,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,25-30912,CHECK COUPLING BOLTS,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,25-30916,INSPECT SCREW CONVEYOR,2025-01-27T01:53:00.000Z,2025-04-21T07:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,25-30911,CV-1828 MECHANICAL PM - 3M,2025-01-27T01:53:00.000Z,2025-04-21T10:00:00.000Z,2025-02-10T11:22:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,25-30158,Lubrication Route CV-1828 -3M,2025-01-20T01:50:00.000Z,2025-02-11T00:00:00.000Z,2025-08-06T15:35:00.000Z,CLOSE,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,25-28899,CV-1828 DR-1826 - DRUM DISCHARGE CONVEYOR,2025-01-06T01:49:00.000Z,2025-03-03T00:00:00.000Z,2025-03-18T07:37:00.000Z,CLOSE,4,PD,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,24-27258,INSPECT SCREW CONVEYOR,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,24-27259,INSPECT CONVEYOR TROUGH,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,24-27257,INSPECT GEARBOX,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,24-27257,INSPECT GEARBOX,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,24-27259,INSPECT CONVEYOR TROUGH,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,24-27255,INSPECT TROUGH GASKETS FOR LEAKAGE,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27258,INSPECT SCREW CONVEYOR,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27258,INSPECT SCREW CONVEYOR,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27259,INSPECT CONVEYOR TROUGH,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_UTIL_WTR,CH-DR_UTIL_WTR:PT35405.MEAS,PT-35405,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27253,CV-1828 MECHANICAL PM - 3M,2024-12-16T01:50:00.000Z,2025-01-10T10:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27259,INSPECT CONVEYOR TROUGH,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27254,CHECK COUPLING BOLTS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27258,INSPECT SCREW CONVEYOR,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,24-27253,CV-1828 MECHANICAL PM - 3M,2024-12-16T01:50:00.000Z,2025-01-10T10:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27259,INSPECT CONVEYOR TROUGH,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27253,CV-1828 MECHANICAL PM - 3M,2024-12-16T01:50:00.000Z,2025-01-10T10:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,24-27253,CV-1828 MECHANICAL PM - 3M,2024-12-16T01:50:00.000Z,2025-01-10T10:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,24-27255,INSPECT TROUGH GASKETS FOR LEAKAGE,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27257,INSPECT GEARBOX,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,24-27254,CHECK COUPLING BOLTS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,24-27253,CV-1828 MECHANICAL PM - 3M,2024-12-16T01:50:00.000Z,2025-01-10T10:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27256,INSPECT PILLOW BLOCK BEARINGS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_CYCLNS,CH-DRA_CYCLNS:TT18169C.MEAS,TT-18169C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 CURRENT INDICATION,CV-1828,24-27257,INSPECT GEARBOX,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D,CH-DRYER_D:P1803D.STAIND,P-1803D,P,STAIND,"Status indication (open/closed, run/stop)",Pump (asset),Equipment status,CV1828 CURRENT INDICATION,CV-1828,24-27256,INSPECT PILLOW BLOCK BEARINGS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27254,CHECK COUPLING BOLTS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27259,INSPECT CONVEYOR TROUGH,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRA_COMB_AIR,CH-DRA_COMB_AIR:TT18180C.MEAS,TT-18180C,TT,MEAS,Measured value (PV),Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27256,INSPECT PILLOW BLOCK BEARINGS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,24-27255,INSPECT TROUGH GASKETS FOR LEAKAGE,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27256,INSPECT PILLOW BLOCK BEARINGS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27255,INSPECT TROUGH GASKETS FOR LEAKAGE,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_D_BMS,CH-DRYER_D_BMS:TT84207.PNT,TT-84207,TT,PNT,Point value / indication,Temperature transmitter,Measurement,CV1828 SPEED SWITCH,CV-1828,24-27257,INSPECT GEARBOX,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DRYER_A,CH-DRYER_A:CV1828.STAIND,CV-1828,CV,STAIND,"Status indication (open/closed, run/stop)",Conveyor (asset),Equipment status,DRUM DISCHARGE SCREW CVYR,,24-27257,INSPECT GEARBOX,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DECANT701,CH-DR_DECANT701:XZSC17703A.CIN,XZSC-17703A,XZSC,CIN,Contact input (discrete),Sequence status (combined),Discrete Input,CV1828 CURRENT INDICATION,CV-1828,24-27254,CHECK COUPLING BOLTS,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
2489,40 HP / 1800 RPM / TEFC / 575V/3PH/60HZ / FRAME#324T,CV-1828,,CH-DR_DUSTCOLL,CH-DR_DUSTCOLL:SY18216.OUT,SY-18216,SY,OUT,Controller output (CO),Speed output (VFD demand),Output/Demand,CV1828 CURRENT INDICATION,CV-1828,24-27255,INSPECT TROUGH GASKETS FOR LEAKAGE,2024-12-16T01:50:00.000Z,2025-01-10T07:00:00.000Z,,CAN,4,PM,
