WorkOrder_Asset,WorkOrder_Description,Work_Order,Location,Location_Normalized,Notes,Lead,Reported_Date,Reported_Timestamp,Target_Finish,Target_Finish_Timestamp,Actual_Finish,Actual_Finish_Timestamp,Priority,Priority_Int,Priority_InvalidValue,Work_Type,Status,History,Is_dynamic,Dynamic_Job_Plan_applied,Site,Assets,Asset_Descriptions,Parent,IsProblematic,Area,Tag_Full,INstrumentation_Location,Instrumentation_Type_,Instrumentation_Data_Type,Instrumentation_Data_Type_Meaning,INstrumentation_Type_Description,Role,Instrumentation_Description,Related_Location_Cleaned
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DRYER_D_CY,CH-DRYER_D_CY:ZTA84308.PNT,ZTA-84308,ZTA,PNT,Point value / indication,Valve/actuator position feedback,Measurement,DRUM DR1826 ACCESS DOOR,DR-1826
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:ST17703A.MEAS,ST-17703A,ST,MEAS,Measured value (PV),Speed/torque transmitter,Measurement,DRUM DR1826 MASTER  START,DR-1826
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XS17703B.CIN,XS-17703B,XS,CIN,Contact input (discrete),Limit/proximity switch (status),Discrete Input,DRUM DR1826 MOTOR A AMPERAGE,DR-1826
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XS17703C.CIN,XS-17703C,XS,CIN,Contact input (discrete),Limit/proximity switch (status),Discrete Input,DRUM DR1826 MOTOR B AMPERAGE,DR-1826
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XV17702.STAIND,XV-17702,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Status,DRUM DR1826 MOTOR C AMPERAGE,DR-1826
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT701,CH-DR_DECANT701:XV17732.STAIND,XV-17732,XV,STAIND,"Status indication (open/closed, run/stop)",Valve/damper/door status (discrete),Status,DRUM DR1826 MOTOR D AMPERAGE,DR-1826
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT702,CH-DR_DECANT702:ST17706A.MEAS,ST-17706A,ST,MEAS,Measured value (PV),Speed/torque transmitter,Measurement,DRUM DR1826 FRONT LUBEN TIMER,DR-1826
,Test auto lube system on A dryer,23-31560,DR-1826,DR-1826,,,1-9-23 7:43 AM,2023-01-09T07:43:00.000Z,1-12-23 5:00 PM,2023-01-12T17:00:00.000Z,1-11-23 9:00 AM,2023-01-11T09:00:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"2541, 2542, 2543, 2544, 2545, 2547, 2549, 2550, 2552, 2553, 2554, 2555, 2556, 2557, 2558, 2559","SWISS COMBI ROTARY DRYER DRUM, SEW GEARBOX - LEFT HAND DRIVE -, SEW GEARBOX - LEFT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, SEW GEARBOX - RIGHT HAND DRIVE, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, MOTOR / 25HP / 1800RPM / TEFC / 575V/3PH/60HZ / FRAME# 284TC, TRUNNION (A) - LEFT HAND DRIVE, TRUNNION (B)- RIGHT HAND DRIVE, TRUNNION (D) - LEFT HAND DRIVE, TRUNNION (C) - RIGHT HAND DRIVE, THRUST ROLLER ASSEMBLY, THRUST ROLLER ASSEMBLY, TRUNNION LUBRICATION SYSTEM",,No,CH-DR_DECANT702,CH-DR_DECANT702:ST17706B.RO01,ST-17706B,ST,RO01,Binary/relay output channel,Speed/torque transmitter,Binary Output,DRUM DR1826 REAR LUBE TIMER,DR-1826
1292,BL-1803D HPW,23-31562,BL-1803D,BL-1803D,,,1-9-23 9:23 AM,2023-01-09T09:23:00.000Z,2-23-23 9:23 AM,2023-02-23T09:23:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,1292,"BLOWER, NYB, SERIES 30 GI, MODEL 854, DH, 88,000CFM, 11.4in wg, 735RPM,",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1803D.STAIND,BL-1803D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,HOT WATER PRESSURE,
1292,OPEN MANWAY,23-31563,BL-1803D,BL-1803D,,,1-9-23 9:33 AM,2023-01-09T09:33:00.000Z,2-23-23 9:23 AM,2023-02-23T09:23:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,1292,"BLOWER, NYB, SERIES 30 GI, MODEL 854, DH, 88,000CFM, 11.4in wg, 735RPM,",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1803D.STAIND,BL-1803D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,HOT WATER PRESSURE,
1292,ORETC TO CLEAN,23-31564,BL-1803D,BL-1803D,,,1-9-23 9:34 AM,2023-01-09T09:34:00.000Z,2-23-23 9:23 AM,2023-02-23T09:23:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,1292,"BLOWER, NYB, SERIES 30 GI, MODEL 854, DH, 88,000CFM, 11.4in wg, 735RPM,",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1803D.STAIND,BL-1803D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,HOT WATER PRESSURE,
1292,CLOSE MANYWAY,23-31565,BL-1803D,BL-1803D,,,1-9-23 9:35 AM,2023-01-09T09:35:00.000Z,2-23-23 9:23 AM,2023-02-23T09:23:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,1292,"BLOWER, NYB, SERIES 30 GI, MODEL 854, DH, 88,000CFM, 11.4in wg, 735RPM,",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1803D.STAIND,BL-1803D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,HOT WATER PRESSURE,
1293,BL-1804D HPW,23-31567,BL-1804D,BL-1804D,,OC-MECH,1-9-23 9:44 AM,2023-01-09T09:44:00.000Z,2-23-23 9:44 AM,2023-02-23T09:44:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,OPEN MANWAY,23-31568,BL-1804D,BL-1804D,,,1-9-23 9:46 AM,2023-01-09T09:46:00.000Z,2-23-23 9:44 AM,2023-02-23T09:44:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,HPW WASH BLOWER,23-31569,BL-1804D,BL-1804D,,,1-9-23 9:47 AM,2023-01-09T09:47:00.000Z,2-23-23 9:44 AM,2023-02-23T09:44:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,CLOSE MANWAY,23-31570,BL-1804D,BL-1804D,,,1-9-23 9:47 AM,2023-01-09T09:47:00.000Z,2-23-23 9:44 AM,2023-02-23T09:44:00.000Z,2-10-23 6:41 AM,2023-02-10T06:41:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,BL-1804D BLOWER ROUTINE PM - DR02,23-31572,BL-1804D,BL-1804D,,C-MI,1-9-23 9:58 AM,2023-01-09T09:58:00.000Z,,,3-16-23 6:53 AM,2023-03-16T06:53:00.000Z,4,4,,PM,CLOSE,Y,N,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,REMOVE BEARING CAP,23-31573,BL-1804D,BL-1804D,,,1-9-23 9:58 AM,2023-01-09T09:58:00.000Z,2-23-23 9:59 AM,2023-02-23T09:59:00.000Z,3-3-23 4:12 PM,2023-03-03T16:12:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,INSPECT INTERNALS,23-31574,BL-1804D,BL-1804D,,,1-9-23 10:01 AM,2023-01-09T10:01:00.000Z,,,3-16-23 6:53 AM,2023-03-16T06:53:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
1293,RE-INSTALL BEARING CAP,23-31575,BL-1804D,BL-1804D,,,1-9-23 10:02 AM,2023-01-09T10:02:00.000Z,,,3-16-23 6:53 AM,2023-03-16T06:53:00.000Z,4,4,,PM,CLOSE,Y,,NO,CHATHAM,"1293, 6864","BLOWER, NYB, MODEL 714 SERIES 45, GENERAL INDUSTRIAL, CW/UB, Arrg't 8, MOTOR / 450HP / 1200RPM / TEFC / 2300V/3PH/60HZ / FR# 5808C",,No,CH-DRYER_D_BLR,CH-DRYER_D_BLR:BL1804D.STAIND,BL-1804D,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,CYCLONE INLET PRESSURE,
3767,Rebuild rotating assembly,23-31586,P-4114,P-4114,,,1-9-23 11:18 AM,2023-01-09T11:18:00.000Z,1-13-23 11:18 AM,2023-01-13T11:18:00.000Z,1-9-23 4:19 PM,2023-01-09T16:19:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
6671,Change out purge air blower,23-31587,DR-3301A,DR-3301A,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,1-20-23 11:23 AM,2023-01-20T11:23:00.000Z,1-13-23 3:23 PM,2023-01-13T15:23:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,,,,,,,,,,,,,,
,Add second inspection/cleaning door,23-31588,BL-1829,BL-1829,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,2-23-23 5:46 PM,2023-02-23T17:46:00.000Z,4-12-23 3:47 PM,2023-04-12T15:47:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"10034, 2868","BLOWER, HOWDEN, FAN MODEL E40S-8700 SWSI CCW TAU Arrg't7, 600HP / 1200RPM / TEFC / 575V/3PH/60HZ / 5810B FRAME",,Yes,CH-DRYER_A,CH-DRYER_A:SY18153B.OUT,SY-18153B,SY,OUT,Controller output / demand (CO),Speed output (VFD demand),Output/Demand,BL1829 CURRENT INDICATION,BL-1829
,Add second inspection/cleaning door,23-31588,BL-1829,BL-1829,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,2-23-23 5:46 PM,2023-02-23T17:46:00.000Z,4-12-23 3:47 PM,2023-04-12T15:47:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"10034, 2868","BLOWER, HOWDEN, FAN MODEL E40S-8700 SWSI CCW TAU Arrg't7, 600HP / 1200RPM / TEFC / 575V/3PH/60HZ / 5810B FRAME",,Yes,CH-DRYER_A,CH-DRYER_A:SSL18155.CIN,SSL-18155,SSL,CIN,Contact input (discrete),Speed switch (motion proof),Discrete Input,BL1829 SPEED INDICATION,BL-1829
,Add second inspection/cleaning door,23-31588,BL-1829,BL-1829,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,2-23-23 5:46 PM,2023-02-23T17:46:00.000Z,4-12-23 3:47 PM,2023-04-12T15:47:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"10034, 2868","BLOWER, HOWDEN, FAN MODEL E40S-8700 SWSI CCW TAU Arrg't7, 600HP / 1200RPM / TEFC / 575V/3PH/60HZ / 5810B FRAME",,Yes,CH-DRYER_A,CH-DRYER_A:PT18160.MEAS,PT-18160,PT,MEAS,Measured value (PV),Pressure transmitter,Measurement,BL1829 BEARING TEMP,BL-1829
,Add second inspection/cleaning door,23-31588,BL-1829,BL-1829,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,2-23-23 5:46 PM,2023-02-23T17:46:00.000Z,4-12-23 3:47 PM,2023-04-12T15:47:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"10034, 2868","BLOWER, HOWDEN, FAN MODEL E40S-8700 SWSI CCW TAU Arrg't7, 600HP / 1200RPM / TEFC / 575V/3PH/60HZ / 5810B FRAME",,Yes,CH-DRYER_A,CH-DRYER_A:FIC18161.MEAS,FIC-18161,FIC,MEAS,Measured value (PV),Flow indicating controller,Measurement,BL1829 BEARING TEMP,BL-1829
,Add second inspection/cleaning door,23-31588,BL-1829,BL-1829,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,2-23-23 5:46 PM,2023-02-23T17:46:00.000Z,4-12-23 3:47 PM,2023-04-12T15:47:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"10034, 2868","BLOWER, HOWDEN, FAN MODEL E40S-8700 SWSI CCW TAU Arrg't7, 600HP / 1200RPM / TEFC / 575V/3PH/60HZ / 5810B FRAME",,Yes,CH-DRYER_A,CH-DRYER_A:FIC18161.OUT,FIC-18161,FIC,OUT,Controller output / demand (CO),Flow indicating controller,Output/Demand,BL1829 WINDING TEMP,BL-1829
,Add second inspection/cleaning door,23-31588,BL-1829,BL-1829,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,2-23-23 5:46 PM,2023-02-23T17:46:00.000Z,4-12-23 3:47 PM,2023-04-12T15:47:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"10034, 2868","BLOWER, HOWDEN, FAN MODEL E40S-8700 SWSI CCW TAU Arrg't7, 600HP / 1200RPM / TEFC / 575V/3PH/60HZ / 5810B FRAME",,Yes,CH-DRYER_A,CH-DRYER_A:FIC18161.SPT,FIC-18161,FIC,SPT,Setpoint (SP),Flow indicating controller,Setpoint,BL1829 WINDING TEMP,BL-1829
,Add second inspection/cleaning door,23-31588,BL-1829,BL-1829,,,1-9-23 11:23 AM,2023-01-09T11:23:00.000Z,2-23-23 5:46 PM,2023-02-23T17:46:00.000Z,4-12-23 3:47 PM,2023-04-12T15:47:00.000Z,4,4,,CO,CLOSE,Y,,NO,CHATHAM,"10034, 2868","BLOWER, HOWDEN, FAN MODEL E40S-8700 SWSI CCW TAU Arrg't7, 600HP / 1200RPM / TEFC / 575V/3PH/60HZ / 5810B FRAME",,Yes,CH-DRA_PROC_AIR,CH-DRA_PROC_AIR:BL1829.STAIND,BL-1829,BL,STAIND,"Status indication (open/closed, run/stop)",Blower (asset),Equipment status,BL1829 - DRYER A MAIN FAN,BL-1829
